File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF134SUE	bigWig	minus strand signal of unique reads	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF787ROO	39479532	Gene Yeo, UCSD	85c96c72d0d228080168d591e8b4001f		https://www.encodeproject.org/files/ENCFF134SUE/@@download/ENCFF134SUE.bigWig	GRCh38				released	s3://encode-public/2016/11/09/826dd327-0cc3-4225-8b7a-45db0a9c436d/ENCFF134SUE.bigWig				
ENCFF577PBB	bigWig	plus strand signal of unique reads	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF787ROO	40437921	Gene Yeo, UCSD	ef55e7c39748ba0948ee2e822de1f48e		https://www.encodeproject.org/files/ENCFF577PBB/@@download/ENCFF577PBB.bigWig	GRCh38				released	s3://encode-public/2016/11/09/33e85746-e1c6-4dca-a80d-7d5d23bad620/ENCFF577PBB.bigWig				
ENCFF707HNB	bigWig	plus strand signal of unique reads	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF778POI	42829774	Gene Yeo, UCSD	ffab7b1c599e3e8030b69f2d1f9113c9		https://www.encodeproject.org/files/ENCFF707HNB/@@download/ENCFF707HNB.bigWig	GRCh38				released	s3://encode-public/2016/11/09/a503a9f4-7cc5-49a2-9745-79bfc3e5a1be/ENCFF707HNB.bigWig				
ENCFF027UTH	bed narrowPeak	peaks	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1, 2							ENCFF214SWT, ENCFF269URO, ENCFF738QUP, ENCFF778POI, ENCFF787ROO, ENCFF931YGS	26622	Gene Yeo, UCSD	3f353bdb6b461fb27e593ac8730da06c		https://www.encodeproject.org/files/ENCFF027UTH/@@download/ENCFF027UTH.bed.gz	GRCh38				released	s3://encode-public/2018/12/03/441aadef-f4da-4b4e-937a-6ea66fa0689a/ENCFF027UTH.bed.gz				
ENCFF052ABQ	bed narrowPeak	peaks	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF352QTY, ENCFF721FKR	3833681	Gene Yeo, UCSD	2b4742a73900036513d85fdc8b3df5b1		https://www.encodeproject.org/files/ENCFF052ABQ/@@download/ENCFF052ABQ.bed.gz	hg19				released	s3://encode-public/2016/11/30/a3b7fdb7-3eca-43b3-9ab9-78ef12da4b62/ENCFF052ABQ.bed.gz				
ENCFF390ANM	bed narrowPeak	peaks	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF608WLW, ENCFF721FKR	3553700	Gene Yeo, UCSD	f684a62dfc48668c323672e7d59cc99c		https://www.encodeproject.org/files/ENCFF390ANM/@@download/ENCFF390ANM.bed.gz	hg19				released	s3://encode-public/2016/11/30/ef192f6d-5ce4-4e35-94b1-f53baf895712/ENCFF390ANM.bed.gz				
ENCFF214SWT	bed narrowPeak	peaks	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF778POI, ENCFF931YGS	3829912	Gene Yeo, UCSD	52a7c594d87097f23072a3c6a49f2694		https://www.encodeproject.org/files/ENCFF214SWT/@@download/ENCFF214SWT.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/f86e498b-8118-4274-9263-99119891418c/ENCFF214SWT.bed.gz				
ENCFF738QUP	bed narrowPeak	peaks	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF787ROO, ENCFF931YGS	3529707	Gene Yeo, UCSD	1e9c0d828e9bc8c04e88e4f044d16f87		https://www.encodeproject.org/files/ENCFF738QUP/@@download/ENCFF738QUP.bed.gz	GRCh38				released	s3://encode-public/2016/11/30/ce520507-b014-4ab1-9e09-483b9bbf88e0/ENCFF738QUP.bed.gz				
ENCFF164NCN	bigBed narrowPeak	peaks	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF390ANM	6390076	Gene Yeo, UCSD	885ff690d98da41e8965bc41343306e8		https://www.encodeproject.org/files/ENCFF164NCN/@@download/ENCFF164NCN.bigBed	hg19				released	s3://encode-public/2016/12/02/188ec03e-59f7-4494-b1db-016f6161a9e2/ENCFF164NCN.bigBed				
ENCFF862UDL	bigBed narrowPeak	peaks	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF052ABQ	6806210	Gene Yeo, UCSD	713ff2231ae8c6abbe320f3a846f9bec		https://www.encodeproject.org/files/ENCFF862UDL/@@download/ENCFF862UDL.bigBed	hg19				released	s3://encode-public/2016/12/02/f2a4256c-8380-431f-856a-3e3a5e8b8212/ENCFF862UDL.bigBed				
ENCFF610VBL	bigBed narrowPeak	peaks	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF738QUP	6363851	Gene Yeo, UCSD	c8ef3e9f0414634bb9c8dac8fe7bedc1		https://www.encodeproject.org/files/ENCFF610VBL/@@download/ENCFF610VBL.bigBed	GRCh38				released	s3://encode-public/2016/12/03/6a88098c-d1aa-44d1-885f-6bbfa135bf0e/ENCFF610VBL.bigBed				
ENCFF388PCV	bigBed narrowPeak	peaks	ENCSR628IDK	eCLIP	EFO:0002067	K562	cell line	Homo sapiens										KHDRBS1-human	RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				2	1						ENCFF214SWT	6814069	Gene Yeo, UCSD	acd1996d22e485288cc04d07b27ec688		https://www.encodeproject.org/files/ENCFF388PCV/@@download/ENCFF388PCV.bigBed	GRCh38				released	s3://encode-public/2016/12/03/f4137ac5-a92c-495b-9dae-d99678a139a6/ENCFF388PCV.bigBed				
ENCFF413EEC	fastq	reads	ENCSR197NFH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens											RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1	50		paired-ended	1	ENCFF949DMR		605108282	Gene Yeo, UCSD	130f58f2ee85e408a06b8d902de3e69a	SRA:SRR5111241	https://www.encodeproject.org/files/ENCFF413EEC/@@download/ENCFF413EEC.fastq.gz			Illumina HiSeq 2000		released	s3://encode-public/2016/03/22/4f190631-a305-4b09-a747-f903280cd7bd/ENCFF413EEC.fastq.gz				
ENCFF949DMR	fastq	reads	ENCSR197NFH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens											RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1	40		paired-ended	2	ENCFF413EEC		540339675	Gene Yeo, UCSD	a80c811747ba2260efa0e874d11b2536	SRA:SRR5111241	https://www.encodeproject.org/files/ENCFF949DMR/@@download/ENCFF949DMR.fastq.gz			Illumina HiSeq 2000		released	s3://encode-public/2016/03/22/42943539-eefe-4e89-af5d-c4284455cf18/ENCFF949DMR.fastq.gz				
ENCFF721FKR	bam	alignments	ENCSR197NFH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens											RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1							ENCFF413EEC, ENCFF949DMR	421250016	Gene Yeo, UCSD	0ccd0505a2f4d748c43d0de7649bdd0e		https://www.encodeproject.org/files/ENCFF721FKR/@@download/ENCFF721FKR.bam	hg19				released	s3://encode-public/2016/03/24/fe788552-9c1e-4f2c-a21a-f43dc1ed53c3/ENCFF721FKR.bam				
ENCFF931YGS	bam	alignments	ENCSR197NFH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens											RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1							ENCFF413EEC, ENCFF949DMR	422241908	Gene Yeo, UCSD	60fe80da9a56936adf8a75dd3afb8433		https://www.encodeproject.org/files/ENCFF931YGS/@@download/ENCFF931YGS.bam	GRCh38				released	s3://encode-public/2016/09/09/dbfc0441-ad13-425c-8534-21306886d2d1/ENCFF931YGS.bam				
ENCFF810KLH	bigWig	minus strand signal of unique reads	ENCSR197NFH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens											RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF721FKR	20450065	Gene Yeo, UCSD	21ee6392f26ae85627a5239897a26263		https://www.encodeproject.org/files/ENCFF810KLH/@@download/ENCFF810KLH.bigWig	hg19				released	s3://encode-public/2016/11/08/8b75ee9e-fddd-4d3b-ae39-a109299bde0d/ENCFF810KLH.bigWig				
ENCFF351LXK	bigWig	plus strand signal of unique reads	ENCSR197NFH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens											RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF721FKR	21198796	Gene Yeo, UCSD	2e8d7dfe594f59b30cc127f86ddd9dd2		https://www.encodeproject.org/files/ENCFF351LXK/@@download/ENCFF351LXK.bigWig	hg19				released	s3://encode-public/2016/11/09/a8cbd9e4-abdf-42ad-ae6c-1207ef98a68c/ENCFF351LXK.bigWig				
ENCFF103MMX	bigWig	minus strand signal of unique reads	ENCSR197NFH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens											RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF931YGS	20517482	Gene Yeo, UCSD	86f4f452f11ba0c65adb06aa44fc6546		https://www.encodeproject.org/files/ENCFF103MMX/@@download/ENCFF103MMX.bigWig	GRCh38				released	s3://encode-public/2016/11/09/ad13e88f-149f-4042-87dd-df0200ce8e12/ENCFF103MMX.bigWig				
ENCFF846HLE	bigWig	plus strand signal of unique reads	ENCSR197NFH	eCLIP	EFO:0002067	K562	cell line	Homo sapiens											RNA				ultraviolet irradiation	True	2015-11-09	ENCODE				1	1						ENCFF931YGS	21261518	Gene Yeo, UCSD	a387e3300bc90fb4d7b4dc06a0f44344		https://www.encodeproject.org/files/ENCFF846HLE/@@download/ENCFF846HLE.bigWig	GRCh38				released	s3://encode-public/2016/11/09/c53ba28f-34fe-410b-9c0e-96298774a8be/ENCFF846HLE.bigWig				
